Player Last Name,Player Primary Position,Drill Title,Drill Start Time,Drill End Time,Session Start Time,Session End Time,Total Time,Total Distance,Distance Zone 4 (Absolute),Distance Zone 5 (Absolute),Distance Zone 6 (Absolute),HSR Per Minute (Absolute),Sprint Distance,Accelerations Per Min,Decelerations Per Min,Max Speed,Distance Per Min,Accelerations,Decelerations,HMLD Per Minute,HML Distance,
"Baco",,"Entire Session",08:35:42,10:03:42,08:26:45,10:49:19,01:27:58,4285,203,32,0,0.36,35,0.28,0.19,23.14,48.71,25,17,3.86,340,
"Baco",,"Entire Session - Live",08:35:42,10:00:27,08:26:45,10:49:19,01:24:44,4156,203,32,0,0.38,35,0.3,0.2,23.14,49.05,25,17,4.01,340,
"Baco",,"Warm-up, Mobility",08:47:29,08:53:45,08:26:45,10:49:19,00:06:15,629,24,0,0,0,0,0.8,0,18.03,100.44,5,0,6.31,40,
"Baco",,"Warm-up, Passing Drill Set 1",08:55:16,08:59:15,08:26:45,10:49:19,00:03:59,378,23,0,0,0,0,0.75,0,17.98,94.82,3,0,5.99,24,
"Baco",,"Warm-up, Passing Drill Set 2",09:01:14,09:05:15,08:26:45,10:49:19,00:04:00,412,8,0,0,0,0,0,0,15.94,102.66,0,0,4.01,16,
"Baco",,"Split - Defense, Technical-Tactical Line of 4, Set 1",09:12:47,09:22:47,08:26:45,10:49:19,00:10:00,622,54,10,0,0.98,12,0.4,0.2,21.85,62.17,4,2,7.83,78,
"Baco",,"Split - Defense, Technical-Tactical Line of 4, Set 2",09:32:15,09:36:15,08:26:45,10:49:19,00:04:00,299,30,0,0,0,0,0.75,1,18.63,74.76,3,4,12.58,50,
"Baco",,"Tactical Possession Game, 10vs9 + 1GK (68*65m, 35m) Set 1",09:44:49,09:47:36,08:26:45,10:49:19,00:02:46,271,15,11,0,4.1,12,1.8,1.44,23.14,97.66,5,4,19.08,53,
"Baco",,"Tactical Possession Game, 10vs9 + 1GK (68*65m, 35m) Set 2",09:48:32,09:50:56,08:26:45,10:49:19,00:02:23,244,47,11,0,4.52,11,1.26,2.09,21.22,102.21,3,5,26.86,64,
"Glazer",,"Entire Session",08:33:39,10:47:06,08:26:45,10:49:19,02:13:24,6289,508,93,0,0.7,101,0.49,0.24,23.58,47.14,66,32,5.8,773,
"Glazer",,"Entire Session - Live",08:34:01,10:00:27,08:26:45,10:49:19,01:26:26,5087,508,93,0,1.08,101,0.76,0.37,23.58,58.85,66,32,8.94,773,
"Glazer",,"Warm-up, Mobility",08:47:29,08:53:45,08:26:45,10:49:19,00:06:15,613,40,7,0,1.19,14,1.28,0.8,21.54,97.84,8,5,9.48,59,
"Glazer",,"Warm-up, Passing Drill Set 1",08:55:16,08:59:15,08:26:45,10:49:19,00:03:59,379,39,0,0,0,0,2.76,0.5,19.05,95.01,11,2,15.02,60,
"Glazer",,"Warm-up, Passing Drill Set 2",09:01:14,09:05:15,08:26:45,10:49:19,00:04:00,415,25,2,0,0.42,0,1.5,0,20.35,103.4,6,0,11.01,44,
"Glazer",,"Split - Defense, Technical-Tactical Line of 4, Set 1",09:12:47,09:22:47,08:26:45,10:49:19,00:10:00,631,107,22,0,2.24,22,1.3,0.5,22.3,63.05,13,5,13.94,139,
"Glazer",,"Split - Defense, Technical-Tactical Line of 4, Set 2",09:32:15,09:36:15,08:26:45,10:49:19,00:04:00,414,32,0,0,0,0,2.5,1.25,18.23,103.51,10,5,25.36,101,
"Glazer",,"Tactical Possession Game, 10vs9 + 1GK (68*65m, 35m) Set 1",09:44:49,09:47:36,08:26:45,10:49:19,00:02:46,229,9,0,0,0,0,2.16,0.72,18.04,82.59,6,2,13.33,37,
"Glazer",,"Tactical Possession Game, 10vs9 + 1GK (68*65m, 35m) Set 2",09:48:32,09:50:56,08:26:45,10:49:19,00:02:23,220,31,1,0,0.46,0,1.68,0.42,19.85,92.32,4,1,19.08,46,
"Glazer",,"Tactical Possession Game, 10vs9 + 1GK (68*65m, 35m) Set 3",09:53:11,09:55:42,08:26:45,10:49:19,00:02:31,387,80,28,0,10.93,31,1.58,2.37,23.06,152.73,4,6,42.26,107,
"Glazer",,"Tactical Possession Game, 10vs9 + 1GK (68*65m, 35m) Set 4",09:57:30,10:00:07,08:26:45,10:49:19,00:02:36,428,136,33,0,12.59,34,1.15,1.91,23.58,163.56,3,5,57.41,150,
